Partner_ID,Recommended_Products,Similarity_Scores
354_67,"['MCCB(Moduled Case Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'Solar Solutions']","[3.5469707123208654, 2.694427190999916, 2.688854381999832]"
355_11,"['RMU(Ring Main Unit)', 'E-House', 'SDF(Switch Disconnectors)']","[3.205418688801633, 3.205418688801633, 3.144851053892361]"
356_67,"['MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)']","[2.5389571384054492, 2.5389571384054492, 2.4955866094142056]"
357_79,"['Solar Solutions', 'RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)']","[2.6714852103069453, 2.6351743496280626, 2.6296015406279785]"
358_89,"['Controller', 'PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)']","[2.619622983449484, 2.5847466826526815, 2.5509457408197895]"
359_65,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)']","[2.5184743077966676, 2.5099800796022267, 1.681814281262592]"
360_76,"['Solar Solutions', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[2.6648800606036054, 2.6648800606036054, 2.6443972299948237]"
361_46,"['E-House', 'RMU(Ring Main Unit)', 'BBT(Busbar Trunking)']","[3.429889955185465, 3.3847357004569485, 3.3847357004569485]"
362_45,"['E-House', 'Controller', 'ACB(Air Circuit Breaker)']","[2.7181589765574907, 2.620766694375357, 1.7626503640543238]"
363_60,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[3.5338911607384897, 1.7321629316004568, 1.6865480854231358]"
364_17,"['SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[3.328752261728382, 2.4920922351943062, 2.4920922351943062]"
365_89,"['Modular Switches', 'SDF(Switch Disconnectors)', 'Solar Solutions']","[3.457354078000221, 2.6140800352886533, 1.7321629316004565]"
366_94,['AIS(Air Insulated Switchgear)'],[2.665403620414562]
367_85,"['Pump Starter and Controller', 'RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)']","[3.155735499325673, 3.110522076783508, 2.3359254075420246]"
368_87,"['AIS(Air Insulated Switchgear)', 'Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.1571233410577837, 2.4739554063592557, 2.4739554063592557]"
369_91,"['VCB(Vacuum Circuit Breaker)', 'Controller', 'SDF(Switch Disconnectors)']","[3.280877924499128, 3.280877924499128, 3.271447339541223]"
370_54,"['BBT(Busbar Trunking)', 'Pump Starter and Controller', 'AIS(Air Insulated Switchgear)']","[4.126032179227645, 4.126032179227645, 3.2808779244991277]"
371_13,"['BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)', 'E-House']","[2.5912165501842033, 1.7321629316004568, 1.7320508075688772]"
372_55,"['SDF(Switch Disconnectors)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[3.583857647678576, 2.6296015406279785, 1.7525435213209493]"
373_17,"['RMU(Ring Main Unit)', 'BBT(Busbar Trunking)', 'E-House']","[3.363628562525184, 2.5184743077966676, 2.5099800796022267]"
374_56,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'Starter']","[3.137206669221152, 2.365689919410693, 2.365689919410693]"
375_65,"['Pump Starter and Controller', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[3.1821865003384193, 2.4663264951887856, 2.424426583502543]"
376_2,"['AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[3.508792356750807, 3.508792356750807, 3.508792356750807]"
377_51,"['RMU(Ring Main Unit)', 'E-House', 'Starter']","[3.084283418983089, 3.0237157840738176, 3.0237157840738176]"
378_60,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)']","[2.5684651891113326, 2.5571208429847623, 1.7251911463997647]"
379_31,"['VCU(Vacuum Contactor Units)', 'E-House', 'RMU(Ring Main Unit)']","[3.5142613022078777, 2.601390373032601, 2.601390373032601]"
380_31,"['Controller', 'SDF(Switch Disconnectors)', 'Modular Switches']","[2.574957911384305, 0.9428090415820632, 0.8749999999999998]"
381_55,"['AIS(Air Insulated Switchgear)', 'PSS(Compact Sub-Stations)', 'BBT(Busbar Trunking)']","[3.2420112037458946, 2.4955866094142056, 2.4607103086174034]"
382_77,"['ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[3.4499579113843044, 2.5249158227686106, 1.7499999999999996]"
383_89,"['Controller', 'Modular Switches', 'BBT(Busbar Trunking)']","[3.4193430137685263, 2.6138122933841372, 1.788854381999832]"
384_22,"['Starter', 'RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)']","[2.5754369743120242, 2.5298221281347035, 1.7321629316004565]"
385_50,"['VCB(Vacuum Circuit Breaker)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[4.123928307434092, 2.520360855959545, 2.485484555162743]"
386_98,"['MCCB(Moduled Case Circuit Breaker)', 'Starter', 'E-House']","[3.3756171649395244, 3.3671229367450835, 2.538957138405449]"
387_89,"['E-House', 'Controller', 'Solar Solutions']","[3.1811388300841896, 3.1717082451262844, 2.3905694150420946]"
388_93,"['RMU(Ring Main Unit)', 'Controller', 'Solar Solutions']","[3.9264356547704704, 3.181079662270541, 3.1264356547704706]"
389_80,"['Starter', 'RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)']","[4.03235658607736, 3.199023252744026, 2.4244265835025427]"
390_43,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[3.226293084812706, 3.226293084812706, 3.1717082451262844]"
391_89,"['Modular Switches', 'E-House', 'Starter']","[3.5292426159003654, 2.6542426159003654, 2.6542426159003654]"
392_98,"['E-House', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[3.4890253537761584, 3.450382292799529, 2.607108250087961]"
393_97,"['E-House', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[2.5158553180454986, 2.457118653953648, 1.632993161855452]"
394_84,"['Modular Switches', 'Starter', 'Controller']","[2.58541050616866, 1.837236232581979, 1.7677669529663687]"
395_52,"['PSS(Compact Sub-Stations)', 'E-House', 'Modular Switches']","[4.2684475120781515, 3.3865304083899543, 2.664880060603605]"
396_74,"['E-House', 'AIS(Air Insulated Switchgear)', 'Solar Solutions']","[3.507045481322807, 3.479200527284671, 2.6131751235002323]"
397_67,"['Controller', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[2.4357236697706113, 1.6451542547285165, 1.6451542547285165]"
398_47,"['AIS(Air Insulated Switchgear)', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[2.9634069008560626, 2.2563001196695147, 2.1888102316145788]"
399_49,"['Starter', 'E-House', 'MCCB(Moduled Case Circuit Breaker)']","[3.405563642229189, 3.355521553613494, 2.552760776806747]"
400_1,"['BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[2.6753400263103764, 2.6753400263103764, 2.6596948814659744]"
401_98,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)']","[3.235723669770611, 2.4, 2.3905694150420946]"
402_18,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'RMU(Ring Main Unit)']","[3.629529527701484, 3.5726909331504393, 2.729416890438871]"
403_21,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Controller']","[3.3502466832750946, 2.575650014033611, 2.575650014033611]"
404_68,"['ACB(Air Circuit Breaker)', 'Solar Solutions', 'Pump Starter and Controller']","[3.565607461085469, 2.136357121136008, 1.481703450428031]"
405_91,"['SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)']","[4.202676599575357, 2.5527607768067466, 2.5027186881910524]"
406_80,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'AIS(Air Insulated Switchgear)']","[3.0851187460249916, 2.310522076783508, 2.310522076783508]"
407_59,"['SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)', 'Controller']","[3.5028941682074475, 2.60898846210491, 1.7390599608310537]"
408_67,"['ACB(Air Circuit Breaker)', 'Starter', 'PSS(Compact Sub-Stations)']","[2.532692070451106, 2.532692070451106, 2.515855318045498]"
409_34,"['VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[3.446631134629322, 3.4334085962673244, 3.4244340000517637]"
410_56,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'Modular Switches']","[4.24994874461341, 2.6000329218447993, 2.5027186881910524]"
411_81,"['AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)']","[4.324249319134619, 3.4242493191346197, 1.7377012337114839]"
412_22,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[4.344385102384221, 2.6444271909999157, 2.6444271909999153]"
413_14,"['PSS(Compact Sub-Stations)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[4.241254250276823, 2.5594399690142304, 2.5474513665998897]"
414_66,"['SDF(Switch Disconnectors)', 'VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)']","[4.48698082206559, 3.570314155398923, 0.0]"
415_22,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)']","[3.4187861805911854, 2.5659833151687437, 2.530563642229189]"
416_77,"['Solar Solutions', 'Modular Switches', 'VCB(Vacuum Circuit Breaker)']","[3.137206669221152, 2.4075898310969355, 2.365689919410693]"
417_24,"['Starter', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[3.1836555726468414, 2.412138822836382, 2.412138822836382]"
418_78,"['AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)', 'VCU(Vacuum Contactor Units)']","[1.7365843280711346, 1.6753243370494117, 0.9045340337332909]"
419_49,"['Controller', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.3859979412968433, 3.3775037131024024, 3.3655151106880616]"
420_41,"['Pump Starter and Controller', 'Controller', 'VCU(Vacuum Contactor Units)']","[4.148594598945889, 3.3485945989458883, 3.3485945989458883]"
421_14,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[2.6457513110645903, 2.60898846210491, 2.60898846210491]"
422_81,"['Controller', 'Starter', 'AIS(Air Insulated Switchgear)']","[4.278041758999085, 3.4762580332618116, 3.3426274123055997]"
423_32,"['Starter', 'PSS(Compact Sub-Stations)', 'Solar Solutions']","[3.2577599168358766, 2.4412633359081504, 2.4412633359081504]"
424_76,"['E-House', 'PSS(Compact Sub-Stations)', 'Starter']","[4.363203372962931, 3.505087042641898, 2.646970712320865]"
425_64,"['Solar Solutions', 'MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.510659851641982, 2.652543521320949, 2.652543521320949]"
426_81,"['PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)', 'Controller']","[2.5298221281347035, 2.5298221281347035, 2.5298221281347035]"
427_45,"['Solar Solutions', 'Modular Switches', 'ACB(Air Circuit Breaker)']","[3.4533456751167675, 2.5962028179739107, 2.5962028179739107]"
428_37,"['PSS(Compact Sub-Stations)', 'Controller', 'ACB(Air Circuit Breaker)']","[4.2527186881910515, 2.5249158227686106, 2.5027186881910524]"
429_20,"['AIS(Air Insulated Switchgear)', 'Starter', 'Modular Switches']","[3.3921465949613374, 2.575650014033611, 2.575650014033611]"
430_11,"['E-House', 'VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)']","[3.240923164430269, 2.4663264951887856, 2.407589831096936]"
431_77,"['VCU(Vacuum Contactor Units)', 'E-House', 'Solar Solutions']","[3.4446644157441693, 3.4298221281347034, 2.5865480854231357]"
432_6,"['ACB(Air Circuit Breaker)', 'E-House', 'MCCB(Moduled Case Circuit Breaker)']","[4.015519833671752, 2.4075898310969355, 2.4075898310969355]"
433_61,"['SDF(Switch Disconnectors)', 'Pump Starter and Controller', 'MCCB(Moduled Case Circuit Breaker)']","[3.4781199216621075, 3.4781199216621075, 3.4533456751167675]"
434_5,"['Solar Solutions', 'SDF(Switch Disconnectors)', 'E-House']","[2.7386127875258315, 2.738612787525831, 0.912870929175277]"
435_8,"['MCCB(Moduled Case Circuit Breaker)', 'RMU(Ring Main Unit)', 'E-House']","[2.6160254037844384, 1.7410254037844386, 1.7410254037844386]"
436_60,"['ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[3.525300728108648, 2.667184397787615, 0.9045340337332909]"
437_21,"['SDF(Switch Disconnectors)', 'E-House', 'Starter']","[3.2996598285221195, 3.282823076116512, 2.483163247594393]"
438_57,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[4.193702003359796, 4.193702003359796, 2.543786180591186]"
439_23,"['Modular Switches', 'Pump Starter and Controller', 'Controller']","[4.334803447139496, 3.51830686621177, 3.5014701138061626]"
440_40,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[3.2659863237109046, 3.205418688801633, 2.4494897427831783]"
441_67,"['SDF(Switch Disconnectors)', 'Controller', 'VCB(Vacuum Circuit Breaker)']","[3.5955321378473455, 2.6140800352886533, 1.831697930470952]"
442_44,"['Controller', 'Solar Solutions', 'Modular Switches']","[3.3876057673538646, 3.3876057673538646, 1.714285714285714]"
443_30,"['E-House', 'ACB(Air Circuit Breaker)', 'Starter']","[3.5574617301982316, 2.598892889878012, 1.7794791888693986]"
444_94,"['AIS(Air Insulated Switchgear)', 'Pump Starter and Controller', 'Starter']","[3.485260068786782, 3.4647772381780007, 3.4647772381780007]"
445_6,"['PSS(Compact Sub-Stations)', 'VCU(Vacuum Contactor Units)', 'Modular Switches']","[2.4402274780086217, 2.4402274780086217, 2.4402274780086217]"
446_16,"['VCB(Vacuum Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)']","[4.116156409449845, 3.2996598285221195, 3.299659828522119]"
447_3,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'E-House']","[3.3865304083899543, 3.331171276984371, 2.5847466826526815]"
448_57,"['Modular Switches', 'BBT(Busbar Trunking)', 'E-House']","[4.4174594800135285, 2.66491595869258, 2.66491595869258]"
449_22,"['Controller', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[4.048211904122858, 2.499018565639891, 2.4571186539536485]"
450_57,"['E-House', 'Pump Starter and Controller', 'Controller']","[3.8519578350789088, 2.3889221078739067, 2.328354472964635]"
451_87,"['PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[2.5754369743120247, 2.5754369743120247, 1.6865480854231358]"
452_93,"['RMU(Ring Main Unit)', 'Solar Solutions', 'MCCB(Moduled Case Circuit Breaker)']","[3.510452594784354, 3.4972300564223575, 2.6222300564223575]"
453_76,"['RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)', 'AIS(Air Insulated Switchgear)']","[4.264742878019984, 3.3987174742355446, 2.565384140902211]"
454_49,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'MCCB(Moduled Case Circuit Breaker)']","[3.3117638053395, 2.4751037788054244, 2.4751037788054244]"
455_19,"['Controller', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[4.256458909663811, 2.6095209291980215, 2.572758080238341]"
456_16,"['RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)']","[2.6131751235002323, 1.7278028654224413, 1.699957911384305]"
457_29,"['SDF(Switch Disconnectors)', 'Solar Solutions', 'Modular Switches']","[2.544664415744169, 0.8944271909999159, 0.8581163303210332]"
458_53,"['PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)', 'Starter']","[3.349873734152916, 2.5249158227686106, 1.699957911384305]"
459_54,"['VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)']","[3.5317760987194378, 2.6736597683984047, 2.6736597683984047]"
460_31,"['Pump Starter and Controller', 'Controller', 'E-House']","[3.697563455577665, 2.9229667863361817, 2.2563001196695147]"
461_55,"['VCU(Vacuum Contactor Units)', 'Pump Starter and Controller', 'ACB(Air Circuit Breaker)']","[3.5555555555555554, 3.5555555555555554, 1.7777777777777777]"
462_37,"['SDF(Switch Disconnectors)', 'Modular Switches', 'Pump Starter and Controller']","[3.332351898973225, 2.565384140902211, 2.5158553180454986]"
463_60,"['Controller', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[3.3602827615189117, 2.5848536729913194, 2.557008718953183]"
464_37,"['E-House', 'AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)']","[2.711578919566626, 2.616232660642066, 1.7162326606420664]"
465_18,"['Solar Solutions', 'E-House', 'BBT(Busbar Trunking)']","[3.682000400428458, 2.9260714544100037, 2.2189646732234563]"
466_17,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'Controller']","[3.6094757082487297, 2.720586819359841, 2.720586819359841]"
467_57,"['BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)', 'E-House']","[3.303525362858851, 2.4432382180493044, 2.4285253628588515]"
468_89,"['BBT(Busbar Trunking)', 'Starter', 'Solar Solutions']","[2.6696952498876585, 2.616232660642066, 1.758116330321033]"
469_78,"['RMU(Ring Main Unit)', 'Controller', 'Starter']","[4.315983315168744, 2.624999999999999, 2.6160254037844384]"
470_41,"['Modular Switches', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[3.3987174742355446, 2.565384140902211, 1.7320508075688776]"
471_98,"['Modular Switches', 'RMU(Ring Main Unit)', 'E-House']","[3.490651503449833, 2.6539914769157575, 2.6539914769157575]"
472_62,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[3.452452374903709, 2.5580251839037933, 2.5485945989458885]"
473_30,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[4.252718688191052, 3.39991582276861, 1.7278028654224413]"
474_87,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)']","[3.39991582276861, 3.39991582276861, 3.3777186881910524]"
475_11,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Starter']","[3.090711984999859, 3.081281400041954, 2.34535599249993]"
476_10,"['VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)', 'SDF(Switch Disconnectors)']","[3.4394951843021317, 3.4394951843021317, 3.431000956107691]"
477_34,"['RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)', 'Solar Solutions']","[1.7251911463997647, 1.7251911463997647, 1.7251911463997647]"
478_12,"['E-House', 'Modular Switches', 'RMU(Ring Main Unit)']","[1.7320508075688776, 1.6825219847121649, 1.6498299142610595]"
479_25,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'AIS(Air Insulated Switchgear)']","[4.126032179227644, 3.326032179227644, 3.2808779244991273]"
480_23,"['BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.2996598285221195, 2.5158553180454986, 2.499018565639891]"
481_37,"['Controller', 'Solar Solutions', 'PSS(Compact Sub-Stations)']","[3.4107721878421833, 2.60898846210491, 1.6837008294254698]"
482_98,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'BBT(Busbar Trunking)']","[3.9007799999108155, 3.144851053892361, 3.144851053892361]"
483_82,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'Starter']","[4.297589081101072, 2.629357127005199, 2.629357127005199]"
484_97,"['RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)', 'E-House']","[3.4080885979626467, 2.649700060979199, 2.5509457408197895]"
485_87,"['VCU(Vacuum Contactor Units)', 'Starter', 'AIS(Air Insulated Switchgear)']","[2.6321284247113996, 2.6321284247113996, 2.595817564032517]"
486_1,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)']","[2.749999999999999, 2.6999579113843053, 2.5249158227686106]"
487_82,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[3.276657459890189, 3.253483274243157, 3.2534832742431568]"
488_40,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[3.4598536729913185, 3.4598536729913185, 2.557008718953183]"
489_26,"['E-House', 'MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)']","[3.4743714850989345, 2.674474307524539, 2.6539914769157575]"
490_73,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[3.5040808376086465, 3.3612236947515037, 3.3612236947515037]"
491_41,"['VCB(Vacuum Circuit Breaker)', 'Starter', 'Solar Solutions']","[2.5991401528407025, 2.5991401528407025, 2.5991401528407025]"
492_3,"['SDF(Switch Disconnectors)', 'Starter', 'VCU(Vacuum Contactor Units)']","[3.563860862071409, 3.487077224273784, 1.7777777777777777]"
493_14,"['BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.4781199216621075, 3.457637091053326, 2.600494233910469]"
494_77,"['Solar Solutions', 'Modular Switches', 'VCU(Vacuum Contactor Units)']","[2.54745136659989, 2.5389571384054492, 2.5389571384054492]"
495_70,"['MCCB(Moduled Case Circuit Breaker)', 'Pump Starter and Controller', 'RMU(Ring Main Unit)']","[4.004858938166558, 3.203075212429285, 2.4012914866920116]"
496_12,"['Modular Switches', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[2.6680001879818276, 1.82472614527026, 1.7708059925770856]"
497_62,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'Modular Switches']","[3.299831645537221, 2.5159412265530494, 2.5159412265530494]"
498_48,"['Starter', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[3.349873734152916, 2.5659833151687437, 2.5659833151687437]"
499_18,"['AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[2.511857892036909, 2.511857892036909, 2.511857892036909]"
500_70,"['SDF(Switch Disconnectors)', 'Controller', 'PSS(Compact Sub-Stations)']","[3.2661354361262003, 3.216862499854801, 2.4755660210841057]"
501_70,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'Starter']","[3.5855759945484316, 3.5855759945484316, 2.710575994548432]"
502_13,"['SDF(Switch Disconnectors)', 'Pump Starter and Controller', 'Controller']","[3.30586456334592, 3.30586456334592, 2.516069440022987]"
503_83,"['RMU(Ring Main Unit)', 'E-House', 'AIS(Air Insulated Switchgear)']","[4.202175137222137, 4.202175137222137, 3.3570208824936207]"
504_47,"['VCU(Vacuum Contactor Units)', 'E-House', 'Pump Starter and Controller']","[4.25836650765163, 3.4334085962673244, 3.4334085962673244]"
505_19,"['Pump Starter and Controller', 'Modular Switches', 'RMU(Ring Main Unit)']","[3.625120853093132, 3.625120853093132, 3.6251208530931316]"
506_33,"['AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)', 'BBT(Busbar Trunking)']","[3.498045712917781, 3.498045712917781, 3.4173798678737466]"
507_31,"['RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)', 'Solar Solutions']","[3.5345544995341878, 2.6292172303704175, 2.6292172303704175]"
508_61,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[3.320460760272213, 3.27856084858597, 2.365689919410693]"
509_58,"['Controller', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[3.235723669770611, 2.4451542547285166, 2.4357236697706113]"
510_29,"['VCU(Vacuum Contactor Units)', 'Starter', 'Controller']","[4.300515996680209, 4.300515996680209, 3.4572419539686416]"
511_44,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'E-House']","[3.282823076116512, 3.282823076116512, 2.4663264951887856]"
512_19,"['RMU(Ring Main Unit)', 'Controller', 'E-House']","[2.6596948814659744, 2.6438031815622165, 2.6438031815622165]"
513_85,"['BBT(Busbar Trunking)', 'Controller', 'RMU(Ring Main Unit)']","[3.479280863991235, 2.6264779985687934, 1.7604525947843548]"
514_64,"['E-House', 'AIS(Air Insulated Switchgear)', 'Controller']","[4.144411138042873, 2.485484555162743, 2.485484555162743]"
515_52,"['MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[4.368776181963015, 2.5743489909630997, 2.5743489909630997]"
516_38,"['PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)']","[3.5413979033207807, 2.683281572999748, 2.6525435213209487]"
517_74,"['E-House', 'AIS(Air Insulated Switchgear)', 'PSS(Compact Sub-Stations)']","[3.319215269118778, 2.474873734152916, 1.6499158227686106]"
518_36,"['PSS(Compact Sub-Stations)', 'Starter', 'Pump Starter and Controller']","[4.4888543819998326, 2.688854381999832, 2.688854381999832]"
519_98,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'AIS(Air Insulated Switchgear)']","[3.3859979412968433, 3.3775037131024024, 2.5040808376086465]"
520_17,"['MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions', 'Pump Starter and Controller']","[3.339164013987983, 3.2845791743015615, 3.216862499854801]"
521_45,"['ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'Starter']","[3.6881601437686524, 2.752745797075167, 2.674474307524539]"
522_2,"['Solar Solutions', 'Modular Switches', 'Controller']","[2.5754369743120247, 2.5754369743120247, 1.7321629316004568]"
523_56,"['SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[3.3732122971658436, 2.516069440022987, 2.516069440022987]"
524_15,"['BBT(Busbar Trunking)', 'RMU(Ring Main Unit)', 'Solar Solutions']","[3.4871520553505895, 2.6621941439662846, 2.5927248643506737]"
525_72,"['SDF(Switch Disconnectors)', 'Solar Solutions', 'ACB(Air Circuit Breaker)']","[2.6251788368903237, 2.565384140902211, 1.6666666666666672]"
526_94,"['RMU(Ring Main Unit)', 'Solar Solutions', 'MCCB(Moduled Case Circuit Breaker)']","[4.311285573976283, 2.6209770645192503, 2.5722256131452297]"
527_15,"['AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)', 'Pump Starter and Controller']","[2.499018565639891, 2.4540387345226247, 2.409058903405358]"
528_51,"['Modular Switches', 'VCU(Vacuum Contactor Units)', 'Starter']","[2.485484555162743, 1.7185771302222723, 1.6938028836769325]"
529_46,"['BBT(Busbar Trunking)', 'Starter', 'Solar Solutions']","[2.6375955191904317, 2.598892889878012, 2.598892889878012]"
530_68,"['MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions', 'AIS(Air Insulated Switchgear)']","[4.244748624496722, 4.244748624496722, 3.387605767353865]"
531_44,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'E-House']","[3.271447339541223, 3.271447339541223, 3.271447339541223]"
